"TERM_NO","EXEC_DATE","ITEM_CD","DATA1","DATA2","DATA_FOR"
"60017","2020-02-01 13:35:56","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117038000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:35:59","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151066","FKK1403117039000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151066"
"60017","2020-02-01 13:36:02","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117040000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:36:07","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151092","FKK1403117021000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151092"
"60017","2020-02-01 13:36:10","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151006","FKK1403117022000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151006"
"60017","2020-02-01 13:36:13","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151093","FKK1403117023000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151093"
"60017","2020-02-01 13:36:17","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151094","FKK1403117024000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151094"
"60017","2020-02-01 13:36:20","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117025000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:36:26","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151074","FKK1403117026000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151074"
"60017","2020-02-01 13:36:30","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151076","FKK1403117027000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151076"
"60017","2020-02-01 13:36:32","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117028000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:36:41","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117028000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:36:43","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117029000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:36:46","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117030000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:36:54","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151011","FKK1403117006000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151011"
"60017","2020-02-01 13:36:57","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151014","FKK1403117007000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151014"
"60017","2020-02-01 13:37:01","898382-8360","G1A01720200131001898382-8360    FG 20200131  5JA318983828360     20200131001","FKK1403117008000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200131001898382-8360    FG 20200131  5JA318983828360     20200131001"
"60017","2020-02-01 13:37:03","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151004","FKK1403117009000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151004"
"60017","2020-02-01 13:37:05","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151007","FKK1403117010000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151007"
"60017","2020-02-01 13:37:13","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151088","FKK1403117011000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151088"
"60017","2020-02-01 13:37:25","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117012000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:37:30","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151082","FKK1403117013000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151082"
"60017","2020-02-01 13:37:32","898382-8360","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901","FKK1403117014000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200129901898382-8360    FG 20200129  5JA298983828360     20200129901"
"60017","2020-02-01 13:37:38","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151084","FKK1403117015000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151084"
"60017","2020-02-01 13:37:48","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151096","FKK1403117016000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151096"
"60017","2020-02-01 13:37:51","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151097","FKK1403117017000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151097"
"60017","2020-02-01 13:37:54","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151085","FKK1403117018000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151085"
"60017","2020-02-01 13:37:59","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151086","FKK1403117019000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151086"
"60017","2020-02-01 13:38:02","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151087","FKK1403117020000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151087"
"60017","2020-02-01 13:38:07","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151012","FKK1403117001000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151012"
"60017","2020-02-01 13:38:27","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151015","FKK1403117002000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151015"
"60017","2020-02-01 13:38:32","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151016","FKK1403117003000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151016"
"60017","2020-02-01 13:38:36","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151003","FKK1403117004000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151003"
"60017","2020-02-01 13:38:38","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151006","FKK1403117005000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151006"
"60017","2020-02-01 13:38:44","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151052","DFK1403239001000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151052"
"60017","2020-02-01 13:38:46","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151025","DFK1403239002000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151025"
"60017","2020-02-01 13:38:48","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151029","DFK1403239003000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151029"
"60017","2020-02-01 13:38:51","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151030","DFK1403239004000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151030"
"60017","2020-02-01 13:38:53","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151031","DFK1403239005000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151031"
"60017","2020-02-01 13:38:58","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151056","DFK1403239006000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151056"
"60017","2020-02-01 13:39:00","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151041","DFK1403239007000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151041"
"60017","2020-02-01 13:39:04","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151042","DFK1403239008000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151042"
"60017","2020-02-01 13:39:08","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151043","DFK1403239009000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151043"
"60017","2020-02-01 13:39:10","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151034","DFK1403239010000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151034"
"60017","2020-02-01 13:39:15","898382-8360","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151045","DFK1403239011000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200129901898382-8360              20200129     5JA298983828360               2020012990151045"
