"TERM_NO","EXEC_DATE","ITEM_CD","DATA1","DATA2"
"60017","2019-11-06 08:12:27","1060A217","GAK1A024201911019011060A217                 20191101     2IK011060A217G                2019110190151084","1060A217G"
"60017","2019-11-06 08:12:30","1060A217","GAK1A024201911019011060A217                 20191101     2IK011060A217G                2019110190151083","1060A217G"
"60017","2019-11-06 08:12:33","1060A217","GAK1A024201911019021060A217                 20191104     2IK041060A217G                2019110190251083","1060A217G"
"60017","2019-11-06 08:12:35","1060A217","GAK1A024201911019021060A217                 20191104     2IK041060A217G                2019110190251084","1060A217G"
"60017","2019-11-06 08:12:38","1060A217","GAK1A024201911019021060A217                 20191104     2IK041060A217G                2019110190251085","1060A217G"
"60017","2019-11-06 08:12:40","1060A217","GAK1A024201911019021060A217                 20191104     2IK041060A217G                2019110190251086","1060A217G"
"60017","2019-11-06 08:12:43","1060A217","GAK1A024201911049011060A217                 20191104     2IK041060A217G                2019110490151059","1060A217G"
"60017","2019-11-06 08:12:46","1060A217","GAK1A024201911049011060A217                 20191104     2IK041060A217G                2019110490151058","1060A217G"
"60017","2019-11-06 08:12:52","1060A217","GAK1A024201911049011060A217                 20191104     2IK041060A217G                2019110490151060","1060A217G"
"60017","2019-11-06 08:12:54","1060A217","GAK1A024201911040011060A217                 20191104     2IK041060A217G                2019110400151017","1060A217G"
"60017","2019-11-06 08:12:57","1060A217","GAK1A024201911019021060A217                 20191104     2IK041060A217G                2019110190251093","1060A217G"
"60017","2019-11-06 08:12:59","1060A217","GAK1A024201911049011060A217                 20191104     2IK041060A217G                2019110490151051","1060A217G"
"60017","2019-11-06 08:13:02","1060A217","GAK1A024201911019021060A217                 20191104     2IK041060A217G                2019110190251092","1060A217G"
"60017","2019-11-06 08:13:05","1060A217","GAK1A024201911040011060A217                 20191104     2IK041060A217G                2019110400151016","1060A217G"
"60017","2019-11-06 08:13:08","1060A217","GAK1A024201911019021060A217                 20191104     2IK041060A217G                2019110190251094","1060A217G"
"60017","2019-11-06 08:13:18","1132A100","GAK1M076201911049011132A100                 20191104    12IK041132A100G                2019110490151015","1132A100"
"60017","2019-11-06 08:13:22","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151024","1132A100"
"60017","2019-11-06 08:13:24","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151017","1132A100"
"60017","2019-11-06 08:13:27","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151027","1132A100"
"60017","2019-11-06 08:13:30","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151021","1132A100"
"60017","2019-11-06 08:13:33","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151018","1132A100"
"60017","2019-11-06 08:13:37","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151013","1132A100"
"60017","2019-11-06 08:14:01","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151026","1132A100"
"60017","2019-11-06 08:14:06","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151023","1132A100"
"60017","2019-11-06 08:14:11","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151011","1132A100"
"60017","2019-11-06 08:14:14","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151016","1132A100"
"60017","2019-11-06 08:14:17","1132A100","GAK1M076201911019011132A100                 20191101    12IK011132A100G                2019110190151019","1132A100"
"60017","2019-11-06 08:14:25","1130A230","GAK1M120201911019021130A230                 20191101    12IK011130A230G                2019110190251016","1130A230"
