"TERM_NO","EXEC_DATE","ITEM_CD","DATA1","DATA2"
"60012","2019-10-15 08:25:07","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151110","1060A217G"
"60012","2019-10-15 08:25:11","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151035","1060A217G"
"60012","2019-10-15 08:25:15","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151106","1060A217G"
"60012","2019-10-15 08:25:17","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151111","1060A217G"
"60012","2019-10-15 08:25:21","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151112","1060A217G"
"60012","2019-10-15 08:25:24","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151107","1060A217G"
"60012","2019-10-15 08:25:27","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151113","1060A217G"
"60012","2019-10-15 08:25:39","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151023","1060A217G"
"60012","2019-10-15 08:25:43","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151016","1060A217G"
"60012","2019-10-15 08:25:46","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151017","1060A217G"
"60012","2019-10-15 08:25:48","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151022","1060A217G"
"60012","2019-10-15 08:25:52","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151108","1060A217G"
"60012","2019-10-15 08:25:57","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151034","1060A217G"
"60012","2019-10-15 08:26:05","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151033","1060A217G"
"60012","2019-10-15 08:26:07","1060A217","GAK1A024201910099011060A217                 20191009     2IJ091060A217G                2019100990151109","1060A217G"
"60012","2019-10-15 08:26:24","1300A126","GAK1A023201910090011300A126                 20191009     4IJ091300A126G                2019100900151006","1300A126G"
"60012","2019-10-15 08:26:35","1300A126","GAK1A023201910090011300A126                 20191009     4IJ091300A126G                2019100900151012","1300A126G"
"60012","2019-10-15 08:26:39","1300A126","GAK1A023201910090011300A126                 20191009     4IJ091300A126G                2019100900151009","1300A126G"
"60012","2019-10-15 08:26:44","1300A126","GAK1A023201910090011300A126                 20191009     4IJ091300A126G                2019100900151013","1300A126G"
"60012","2019-10-15 08:26:51","1300A126","GAK1A023201910090011300A126                 20191009     4IJ091300A126G                2019100900151025","1300A126G"
"60012","2019-10-15 08:26:55","1300A126","GAK1A023201910090011300A126                 20191009     4IJ091300A126G                2019100900151019","1300A126G"
