"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-05-06","2019-05-07","00:00:00","","576","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-05","2019-04-08","00:00:00","","72","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-05","2019-04-08","00:00:00","","144","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-05","2019-04-08","00:00:00","","36","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-05","2019-04-08","00:00:00","","72","0"
"2019-03-01","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-03-13","2019-03-14","00:00:00","","360","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-05","2019-04-08","00:00:00","","72","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-05-17","2019-05-20","00:00:00","","432","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-02","2019-04-03","00:00:00","","108","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-02","2019-04-03","00:00:00","","72","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-27","2019-04-29","00:00:00","","630","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-02","2019-04-03","00:00:00","","144","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-05-15","2019-05-16","00:00:00","","468","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-09","2019-04-10","00:00:00","","72","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-04","2019-04-05","00:00:00","","108","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-09","2019-04-10","00:00:00","","72","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-04","2019-04-05","00:00:00","","72","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-04","2019-04-05","00:00:00","","144","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-04","2019-04-05","00:00:00","","36","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-04","2019-04-05","00:00:00","","72","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-09","2019-04-10","00:00:00","","36","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-04-09","2019-04-10","00:00:00","","72","0"
"2019-03-01","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-03-11","2019-03-12","00:00:00","","540","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-05-07","2019-05-08","00:00:00","","576","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-05-13","2019-05-14","00:00:00","","468","0"
"2019-03-01","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-01","2019-05-03","2019-05-06","00:00:00","","576","0"
