"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-06","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92018123D","2019-03-06","2019-03-28","2019-03-29","00:00:00","2019/05/08","300","0"
"2019-03-06","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92020813E","2019-03-06","2019-03-28","2019-03-29","00:00:00","2019/05/08","104","0"
"2019-03-06","2:Daily forecast","D20230","MMCH","1300A033","1300A033-SP","3E00","","2019-03-06","2019-03-29","2019-04-01","00:00:00","","756","0"
"2019-03-06","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L91013163D","2019-03-06","2019-03-07","2019-03-08","00:00:00","2019/03/08","400","0"
"2019-03-07","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92018123D","2019-03-07","2019-03-28","2019-03-29","00:00:00","2019/05/08","300","0"
"2019-03-07","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92020813E","2019-03-07","2019-03-28","2019-03-29","00:00:00","2019/05/08","104","0"
"2019-03-07","2:Daily forecast","D20230","MMCH","1300A033","1300A033-SP","3E00","","2019-03-07","2019-03-29","2019-04-01","00:00:00","","756","0"
"2019-03-07","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L91013163D","2019-03-07","2019-03-07","2019-03-08","00:00:00","2019/03/08","400","0"
"2019-03-08","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92018123D","2019-03-08","2019-03-28","2019-03-29","00:00:00","2019/05/08","300","0"
"2019-03-08","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92020813E","2019-03-08","2019-03-28","2019-03-29","00:00:00","2019/05/08","104","0"
"2019-03-08","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L91013163D","2019-03-08","2019-03-08","2019-03-08","00:00:00","2019/03/08","400","0"
"2019-03-08","2:Daily forecast","D20230","MMCH","1300A033","1300A033-SP","3E00","","2019-03-08","2019-03-29","2019-04-01","00:00:00","","756","0"
"2019-03-09","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92018123D","2019-03-09","2019-03-28","2019-03-29","00:00:00","2019/05/08","300","0"
"2019-03-09","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92020813E","2019-03-09","2019-03-28","2019-03-29","00:00:00","2019/05/08","104","0"
"2019-03-09","2:Daily forecast","D20230","MMCH","1300A033","1300A033-SP","3E00","","2019-03-09","2019-03-29","2019-04-01","00:00:00","","756","0"
"2019-03-09","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L91013163D","2019-01-22","2019-03-07","2019-03-08","05:00:00","2019/03/08","400","400"
"2019-03-10","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92018123D","2019-03-09","2019-03-28","2019-03-29","00:00:00","2019/05/08","300","0"
"2019-03-10","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92020813E","2019-03-09","2019-03-28","2019-03-29","00:00:00","2019/05/08","104","0"
"2019-03-10","2:Daily forecast","D20230","MMCH","1300A033","1300A033-SP","3E00","","2019-03-09","2019-03-29","2019-04-01","00:00:00","","756","0"
"2019-03-10","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L91013163D","2019-01-22","2019-03-07","2019-03-08","05:00:00","2019/03/08","400","400"
"2019-03-11","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92018123D","2019-03-11","2019-03-28","2019-03-29","00:00:00","2019/05/08","300","0"
"2019-03-11","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L92020813E","2019-03-11","2019-03-28","2019-03-29","00:00:00","2019/05/08","104","0"
"2019-03-11","2:Daily forecast","D20230","MMCH","1300A033","1300A033-SP","3E00","","2019-03-11","2019-03-29","2019-04-01","00:00:00","","756","0"
"2019-03-11","1:Firm","D20230","MMCH","1300A033","1300A033-SP","3E00","L91013163D","2019-01-22","2019-03-07","2019-03-08","05:00:00","2019/03/08","400","400"
