"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-06","1:Firm","D20810","HMMT","47030E0010B","47030-E0010B-SP","Y184","18Z18V117","2019-03-06","2019-03-19","2019-03-20","00:00:00","2019/02/20","2","0"
"2019-03-07","1:Firm","D20810","HMMT","47030E0010B","47030-E0010B-SP","Y184","18Z18V117","2019-03-07","2019-03-19","2019-03-20","00:00:00","2019/02/20","2","0"
