"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-11-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-11-01","2019-11-01","2019-11-01","00:00:00","2019/12/24","11","67","0"
"2019-11-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A158503E","2019-11-01","2019-11-21","2019-11-22","00:00:00","2020/01/22","11","300","0"
"2019-11-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A038843D","2019-11-01","2019-11-07","2019-11-08","00:00:00","2020/01/06","11","11","0"
"2019-11-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A158503E","2019-11-01","2019-11-28","2019-11-29","00:00:00","2019/11/29","11","300","0"
"2019-11-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A158503E","2019-11-01","2019-11-28","2019-11-29","00:00:00","2019/12/06","11","300","0"
"2019-11-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A106583D","2019-11-01","2019-11-28","2019-11-29","00:00:00","2020/01/14","11","25","0"
"2019-11-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A158503E","2019-11-01","2019-12-12","2019-12-13","00:00:00","2019/12/13","12","300","0"
"2019-11-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A177813D","2019-11-01","2019-12-12","2019-12-13","00:00:00","2020/01/24","12","29","0"
"2019-11-01","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-26","2020-01-01","00:00:00","","01","108","0"
"2019-11-02","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-26","2020-01-01","00:00:00","","01","108","0"
