"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-02-01","2:Daily forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-02-07","2019-02-08","00:00:00","","360","0"
"2019-02-01","2:Daily forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-02-23","2019-02-25","00:00:00","","375","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-18","2019-03-19","00:00:00","","447","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-09","2019-04-10","00:00:00","","291","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-14","2019-03-15","00:00:00","","180","0"
"2019-02-01","1:Firm","D20110","IEMT","8982432260","898243-2260","EJ40","FYJ1408064","2019-01-31","2019-02-04","2019-02-05","00:00:00","2019/02/05","360","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-23","2019-04-24","00:00:00","","300","0"
"2019-02-01","1:Firm","D20110","IEMT","8982432260","898243-2260","EJ40","DDJ1402035","2019-01-31","2019-02-04","2019-02-05","00:00:00","2019/02/05","360","0"
"2019-02-01","2:Daily forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-02-26","2019-02-27","00:00:00","","360","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-14","2019-03-15","00:00:00","","516","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-27","2019-03-28","00:00:00","","363","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-01","2019-04-02","00:00:00","","366","0"
"2019-02-01","1:Firm","D20110","IEMT","8982432260","898243-2260","EJ40","FCJ1001150","2019-01-31","2019-02-02","2019-02-04","00:00:00","2019/02/04","30","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-25","2019-04-26","00:00:00","","300","0"
"2019-02-01","2:Daily forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-29","2019-04-30","00:00:00","","517","0"
"2019-02-01","2:Daily forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-02-27","2019-02-28","00:00:00","","360","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-10","2019-04-11","00:00:00","","291","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-21","2019-03-22","00:00:00","","447","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-26","2019-04-27","00:00:00","","300","0"
"2019-02-01","2:Daily forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-02-14","2019-02-15","00:00:00","","360","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-12","2019-04-22","00:00:00","","300","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-12","2019-04-15","00:00:00","","1440","0"
"2019-02-01","1:Firm","D20110","IEMT","8982432260","898243-2260","EJ40","FYJ1406866","2019-01-31","2019-01-31","2019-02-01","00:00:00","2019/02/01","360","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-04-03","2019-04-04","00:00:00","","366","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-11","2019-03-12","00:00:00","","516","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-15","2019-03-18","00:00:00","","447","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-11","2019-03-12","00:00:00","","60","0"
"2019-02-01","10:Total forecast","D20110","IEMT","8982432260","898243-2260","EJ40","","2019-01-31","2019-03-11","2019-03-12","00:00:00","","67","0"
