"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-10-03","2019-10-04","00:00:00","","10","53","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-10-19","2019-10-21","00:00:00","","10","53","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-08-23","2019-08-26","00:00:00","","08","24","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-11-04","2019-11-05","00:00:00","","11","28","0"
"2019-07-01","2:Daily forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-07-31","2019-08-01","00:00:00","","08","36","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-08-29","2019-08-30","00:00:00","","08","24","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-10-17","2019-10-18","00:00:00","","10","53","0"
"2019-07-01","2:Daily forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-07-23","2019-07-24","00:00:00","","07","54","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-09-12","2019-09-13","00:00:00","","09","49","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-09-03","2019-09-04","00:00:00","","09","50","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-11-18","2019-11-19","00:00:00","","11","27","0"
"2019-07-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-07-01","2019-10-15","2019-10-16","00:00:00","","10","53","0"
