"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-30","2019-05-31","00:00:00","","05","840","0"
"2019-05-01","2:Daily forecast","D20111","IEMT-LLC","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-10","2019-05-13","00:00:00","","05","30","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-10","2019-05-11","00:00:00","","05","900","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-10","2019-05-13","00:00:00","","05","780","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-07","2019-06-10","00:00:00","","06","126","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-07","2019-06-10","00:00:00","","06","96","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-07","2019-06-10","00:00:00","","06","114","0"
"2019-05-01","10:Total forecast","D20111","IEMT-LLC","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-26","2019-06-27","00:00:00","","06","24","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-08-09","2019-08-13","00:00:00","","08","370","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-26","2019-06-27","00:00:00","","06","582","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-18","2019-06-19","00:00:00","","06","552","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-08-16","2019-08-19","00:00:00","","08","370","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-07-10","2019-07-11","00:00:00","","07","378","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-07-22","2019-07-23","00:00:00","","07","368","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-14","2019-05-15","00:00:00","","05","750","0"
"2019-05-01","1:Firm","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","DFJ4403190","2019-04-30","2019-05-03","2019-05-06","00:00:00","2019/05/06","05","120","0"
"2019-05-01","1:Firm","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","FBJ4402693","2019-04-30","2019-05-03","2019-05-06","00:00:00","2019/05/06","05","90","0"
"2019-05-01","1:Firm","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","FKJ4403567","2019-04-30","2019-05-03","2019-05-06","00:00:00","2019/05/06","05","60","0"
"2019-05-01","1:Firm","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","FBJ4402694","2019-04-30","2019-05-03","2019-05-06","00:00:00","2019/05/06","05","30","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-13","2019-06-14","00:00:00","","06","492","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-11","2019-06-12","00:00:00","","06","492","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-11","2019-06-12","00:00:00","","06","96","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-11","2019-06-12","00:00:00","","06","114","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-17","2019-05-18","00:00:00","","05","1050","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-17","2019-05-20","00:00:00","","05","750","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-08-08","2019-08-09","00:00:00","","08","370","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-21","2019-05-22","00:00:00","","05","750","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-08-06","2019-08-07","00:00:00","","08","370","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-09","2019-05-10","00:00:00","","05","600","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-07-03","2019-07-04","00:00:00","","07","480","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-07-25","2019-07-30","00:00:00","","07","375","0"
"2019-05-01","10:Total forecast","D20111","IEMT-LLC","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-24","2019-06-25","00:00:00","","06","24","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-07-12","2019-07-15","00:00:00","","07","294","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-06-24","2019-06-25","00:00:00","","06","582","0"
"2019-05-01","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-05-07","2019-05-08","00:00:00","","05","750","0"
"2019-05-01","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-04-30","2019-07-19","2019-07-22","00:00:00","","07","368","0"
"2019-05-01","1:Firm","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","DFJ4402908","2019-04-30","2019-04-30","2019-05-02","00:00:00","2019/05/02","05","30","0"
"2019-05-01","1:Firm","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","FBJ4402276","2019-04-30","2019-04-30","2019-05-02","00:00:00","2019/05/02","05","180","0"
