"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-06","1:Firm","D20410","MTA","49130-20520","49130-20520","MAZDA","2B19020029","2019-02-27","2019-03-04","2019-03-04","09:00:00","2019/03/04","264","264"
"2019-03-06","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-06","2019-03-28","2019-03-28","00:00:00","","504","0"
"2019-03-06","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-06","2019-03-29","2019-03-29","00:00:00","","264","0"
"2019-03-06","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-06","2019-03-27","2019-03-27","00:00:00","","504","0"
"2019-03-07","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-07","2019-03-27","2019-03-27","00:00:00","","504","0"
"2019-03-07","1:Firm","D20410","MTA","49130-20520","49130-20520","MAZDA","2B19020029","2019-02-27","2019-03-04","2019-03-04","09:00:00","2019/03/04","264","264"
"2019-03-07","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-07","2019-03-28","2019-03-28","00:00:00","","504","0"
"2019-03-07","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-07","2019-03-29","2019-03-29","00:00:00","","264","0"
"2019-03-08","1:Firm","D20410","MTA","49130-20520","49130-20520","MAZDA","2B19020029","2019-02-27","2019-03-04","2019-03-04","09:00:00","2019/03/04","264","264"
"2019-03-08","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-08","2019-03-28","2019-03-28","00:00:00","","504","0"
"2019-03-08","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-08","2019-03-29","2019-03-29","00:00:00","","264","0"
"2019-03-08","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-08","2019-03-27","2019-03-27","00:00:00","","504","0"
"2019-03-09","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-09","2019-03-27","2019-03-27","00:00:00","","504","0"
"2019-03-09","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-09","2019-03-28","2019-03-28","00:00:00","","504","0"
"2019-03-09","1:Firm","D20410","MTA","49130-20520","49130-20520","MAZDA","2B19020029","2019-02-27","2019-03-04","2019-03-04","09:00:00","2019/03/04","264","264"
"2019-03-09","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-09","2019-03-29","2019-03-29","00:00:00","","264","0"
"2019-03-10","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-09","2019-03-27","2019-03-27","00:00:00","","504","0"
"2019-03-10","1:Firm","D20410","MTA","49130-20520","49130-20520","MAZDA","2B19020029","2019-02-27","2019-03-04","2019-03-04","09:00:00","2019/03/04","264","264"
"2019-03-10","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-09","2019-03-28","2019-03-28","00:00:00","","504","0"
"2019-03-10","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-09","2019-03-29","2019-03-29","00:00:00","","264","0"
"2019-03-11","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-11","2019-03-27","2019-03-27","00:00:00","","504","0"
"2019-03-11","1:Firm","D20410","MTA","49130-20520","49130-20520","MAZDA","2B19020029","2019-02-27","2019-03-04","2019-03-04","09:00:00","2019/03/04","264","264"
"2019-03-11","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-11","2019-03-28","2019-03-28","00:00:00","","504","0"
"2019-03-11","2:Daily forecast","D20410","MTA","49130-20520","49130-20520","MAZDA","","2019-03-11","2019-03-29","2019-03-29","00:00:00","","264","0"
