"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-05-23","2019-05-24","00:00:00","","05","1396","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-05-10","2019-05-11","00:00:00","","05","800","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-05-10","2019-05-13","00:00:00","","05","800","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-06-27","2019-06-28","00:00:00","","06","631","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-05-27","2019-05-28","00:00:00","","05","738","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-07-11","2019-07-12","00:00:00","","07","381","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-07-24","2019-07-25","00:00:00","","07","297","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-06-10","2019-06-11","00:00:00","","06","490","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-08-16","2019-08-19","00:00:00","","08","370","0"
"2019-04-30","2:Daily forecast","D20110","IEMT","5JX3713590","5JX371-3590","PUMP;ASM,OIL","ES20IR","","2019-04-30","2019-05-30","2019-05-31","00:00:00","","05","842","0"
