"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B2M9BC2571","2019-11-01","2019-11-14","2019-11-15","00:00:00","2019/11/15","11","42","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-03-16","2020-03-17","00:00:00","","03","21","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-02-20","2020-02-21","00:00:00","","02","80","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B2M9BC2579","2019-11-01","2019-11-18","2019-11-19","00:00:00","2019/11/19","11","24","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-03-09","2020-03-10","00:00:00","","03","21","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B2M9BC2582","2019-11-01","2019-11-18","2019-11-19","00:00:00","2019/11/19","11","24","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B1M9BB5958","2019-11-01","2019-11-04","2019-11-05","00:00:00","2019/11/05","11","24","0"
"2019-11-01","2:Daily forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-04","2019-12-06","00:00:00","","12","72","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B1M9BB5961","2019-11-01","2019-11-04","2019-11-05","00:00:00","2019/11/05","11","24","0"
"2019-11-01","2:Daily forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-04","2019-12-07","00:00:00","","12","66","0"
"2019-11-01","2:Daily forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-04","2019-12-09","00:00:00","","12","60","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-24","2019-12-25","00:00:00","","12","71","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-01-30","2020-01-31","00:00:00","","01","44","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-02-18","2020-02-19","00:00:00","","02","81","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-10","2019-12-11","00:00:00","","12","46","0"
"2019-11-01","2:Daily forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-11-20","2019-11-21","00:00:00","","11","48","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-03-03","2020-03-04","00:00:00","","03","21","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-03-23","2020-03-24","00:00:00","","03","20","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B1M9BB5968","2019-11-01","2019-11-06","2019-11-07","00:00:00","2019/11/07","11","30","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B1M9BB5970","2019-11-01","2019-11-06","2019-11-07","00:00:00","2019/11/07","11","24","0"
"2019-11-01","2:Daily forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-11-22","2019-11-25","00:00:00","","11","54","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-03-05","2020-03-06","00:00:00","","03","21","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-03-25","2020-03-26","00:00:00","","03","20","0"
"2019-11-01","2:Daily forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-02","2019-12-03","00:00:00","","12","66","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-02-14","2020-02-17","00:00:00","","02","81","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-01-28","2020-01-29","00:00:00","","01","44","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B1M9BB5949","2019-10-17","2019-10-31","2019-11-01","05:00:00","2019/11/01","11","12","12"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B1M9BB5951","2019-10-17","2019-10-31","2019-11-01","13:00:00","2019/11/01","11","24","24"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-01-22","2020-01-23","00:00:00","","01","44","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-02-28","2020-03-02","00:00:00","","03","21","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B2M9BC2559","2019-11-01","2019-11-12","2019-11-13","00:00:00","2019/11/13","11","24","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2019-12-19","2019-12-20","00:00:00","","12","45","0"
"2019-11-01","10:Total forecast","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","","2019-11-01","2020-02-11","2020-02-12","00:00:00","","02","81","0"
"2019-11-01","1:Firm","D20210","MEC-Free zone","1300A057","1300A057","PUMP ASSY;WATER","3E00 (4G6)","B2M9BC2561","2019-11-01","2019-11-12","2019-11-13","00:00:00","2019/11/13","11","36","0"
