"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3400192","2019-03-02","2019-03-05","2019-03-06","15:00:00","2019/03/06","360","360"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","DDJ3400076","2019-03-02","2019-03-05","2019-03-06","15:00:00","2019/03/06","180","180"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3400191","2019-03-02","2019-03-05","2019-03-06","10:00:00","2019/03/06","180","180"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-29","2019-04-30","00:00:00","","585","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-31","2019-06-03","00:00:00","","540","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-06-05","2019-06-06","00:00:00","","540","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-15","2019-05-16","00:00:00","","396","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-03-27","2019-03-28","00:00:00","","180","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-30","2019-05-02","00:00:00","","585","0"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3402211","2019-03-09","2019-03-12","2019-03-13","10:00:00","2019/03/13","180","180"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-28","2019-05-29","00:00:00","","360","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-03-20","2019-03-21","00:00:00","","360","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-13","2019-05-14","00:00:00","","396","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-03-25","2019-03-26","00:00:00","","540","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-03-28","2019-03-29","00:00:00","","720","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-03-21","2019-03-22","00:00:00","","360","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-06-03","2019-06-04","00:00:00","","540","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-07","2019-05-08","00:00:00","","468","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-30","2019-05-31","00:00:00","","360","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-24","2019-05-27","00:00:00","","360","0"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3600362","2019-03-05","2019-03-06","2019-03-07","00:00:00","2019/03/07","51","51"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3400476","2019-03-05","2019-03-06","2019-03-07","15:00:00","2019/03/07","180","180"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-03","2019-05-06","00:00:00","","468","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-03-15","2019-03-18","00:00:00","","540","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-22","2019-05-23","00:00:00","","504","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-23","2019-04-24","00:00:00","","180","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-23","2019-04-24","00:00:00","","45","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-23","2019-04-24","00:00:00","","108","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-23","2019-04-24","00:00:00","","390","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-20","2019-05-21","00:00:00","","504","0"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3402565","2019-03-13","2019-03-13","2019-03-14","00:00:00","2019/03/14","180","0"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3601929","2019-03-13","2019-03-13","2019-03-14","00:00:00","2019/03/14","58","0"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3402212","2019-03-13","2019-03-13","2019-03-13","00:00:00","2019/03/13","360","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-09","2019-05-10","00:00:00","","468","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-03-29","2019-04-01","00:00:00","","360","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-02","2019-05-03","00:00:00","","585","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-05","2019-04-06","00:00:00","","360","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-05","2019-04-08","00:00:00","","180","0"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3401417","2019-03-07","2019-03-09","2019-03-11","15:00:00","2019/03/11","180","180"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","DDJ3400709","2019-03-07","2019-03-09","2019-03-11","15:00:00","2019/03/11","180","180"
"2019-03-13","1:Firm","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","FYJ3401416","2019-03-07","2019-03-09","2019-03-11","10:00:00","2019/03/11","180","180"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-27","2019-04-29","00:00:00","","585","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-03-19","2019-03-20","00:00:00","","540","0"
"2019-03-13","10:Total forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-05-29","2019-05-30","00:00:00","","360","0"
"2019-03-13","2:Daily forecast","D20110","IEMT","8973121474","897312-1474","WATER PUMP ASSY","4JJ1","","2019-03-13","2019-04-03","2019-04-04","00:00:00","","180","0"
