"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-02-28","2:Daily forecast","D20112","IEMT-KD","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","","2019-02-28","2019-03-22","2019-03-25","00:00:00","","03","1380","0"
"2019-02-28","10:Total forecast","D20110","IEMT","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","","2019-02-28","2019-05-06","2019-05-07","00:00:00","","05","516","0"
"2019-02-28","2:Daily forecast","D20110","IEMT","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","","2019-02-28","2019-03-22","2019-03-23","00:00:00","","03","390","0"
"2019-02-28","2:Daily forecast","D20110","IEMT","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","","2019-02-28","2019-03-22","2019-03-25","00:00:00","","03","720","0"
"2019-02-28","1:Firm","D20110","IEMT","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","FYJ2402351","2019-02-12","2019-02-13","2019-02-14","15:00:00","2019/02/14","02","360","360"
"2019-02-28","1:Firm","D20110","IEMT","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","FYJ2600776","2019-02-12","2019-02-13","2019-02-14","00:00:00","2019/02/11","02","28","28"
"2019-02-28","1:Firm","D20110","IEMT","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","FYJ1407309","2019-01-30","2019-02-01","2019-02-02","15:00:00","2019/02/02","02","360","360"
"2019-02-28","1:Firm","D20112","IEMT-KD","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","ENJ2000207","2019-02-02","2019-02-13","2019-02-14","00:00:00","2019/02/14","02","345","345"
"2019-02-28","1:Firm","D20110","IEMT","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","FYJ2406393","2019-02-22","2019-02-25","2019-02-26","15:00:00","2019/02/26","02","360","360"
"2019-02-28","1:Firm","D20112","IEMT-KD","8982432260","898243-2260","COVER; TIMING CHAIN UPPER","EJ40","ENJ2000435","2019-02-21","2019-02-25","2019-02-26","00:00:00","2019/02/26","02","345","345"
