"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-05-13","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-09-25","2019-09-26","00:00:00","","09","372","0"
"2019-05-13","10:Total forecast","D20111","IEMT-LLC","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-26","2019-06-27","00:00:00","","06","24","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-26","2019-06-27","00:00:00","","06","54","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-26","2019-06-27","00:00:00","","06","132","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-08-08","2019-08-09","00:00:00","","08","312","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-26","2019-06-27","00:00:00","","06","516","0"
"2019-05-13","10:Total forecast","D20111","IEMT-LLC","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-07-22","2019-07-23","00:00:00","","07","38","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-07-22","2019-07-23","00:00:00","","07","375","0"
"2019-05-13","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-08-09","2019-08-13","00:00:00","","08","370","0"
"2019-05-13","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-05","2019-06-06","00:00:00","","06","270","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-08-01","2019-08-02","00:00:00","","08","555","0"
"2019-05-13","2:Daily forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-08-22","2019-08-23","00:00:00","","08","370","0"
"2019-05-13","10:Total forecast","D20111","IEMT-LLC","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-21","2019-06-24","00:00:00","","06","24","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-21","2019-06-24","00:00:00","","06","114","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-21","2019-06-24","00:00:00","","06","120","0"
"2019-05-13","10:Total forecast","D20110","IEMT","8982481601","898248-1601","GEAR ASM; CAMSHAFT  INLET MAIN","ES01","","2019-05-13","2019-06-21","2019-06-24","00:00:00","","06","60","0"
