"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-04","1:Firm","D20230","MMCH","MD370803","MD370803-SP","JT-4G1E","L91145613D","2019-01-31","2019-02-28","2019-03-01","05:00:00","2019/03/19","40","40"
"2019-03-04","1:Firm","D20220","MMTH-Free Zone","1050B375","1050B375-LP","SU-4N15","31M9062063","2019-02-22","2019-03-01","2019-03-04","13:00:00","2019/03/04","30","30"
"2019-03-04","1:Firm","D20110","IEMT","8982481612","898248-1612","ES01","DFJ2403180","2019-03-04","2019-03-04","2019-03-05","00:00:00","2019/03/05","240","0"
"2019-03-04","1:Firm","D20210","MEC-Free zone","1130A228","1130A228","SU-4N15","31M9BB1441","2019-03-04","2019-03-05","2019-03-06","00:00:00","2019/03/06","165","0"
"2019-03-04","2:Daily forecast","D20310","SKC-200","TC82223521","TC822-2352-1","E60AB","","2019-03-04","2019-03-07","2019-03-08","00:00:00","","100","0"
"2019-03-04","2:Daily forecast","D20310","SKC-200","TC43223511","TC432-2351-1","E40-C","","2019-03-04","2019-03-09","2019-03-11","00:00:00","","60","0"
"2019-03-04","1:Firm","D20121","IGCE-KD","8984823840","898482-3840","VD00 HR","KG92015409","2019-03-04","2019-03-12","2019-03-13","00:00:00","2019/03/13","6","0"
"2019-03-04","2:Daily forecast","D20220","MMTH-Free Zone","1130A228","1130A228","SU-4N15","","2019-03-04","2019-03-15","2019-03-18","00:00:00","","30","0"
"2019-03-04","2:Daily forecast","D20310","SKC-200","TC43223671","TC432-2367-1","E40-C","","2019-03-04","2019-03-19","2019-03-20","00:00:00","","60","0"
"2019-03-04","1:Firm","D20230","MMCH","MN186403","MN186403-SP","","L92109923E","2019-03-04","2019-03-21","2019-03-22","00:00:00","2019/04/25","25","0"
"2019-03-04","2:Daily forecast","D20311","SKC-500","6C52618122","6C526-1812-2","E50-BH","","2019-03-04","2019-03-25","2019-03-26","00:00:00","","45","0"
"2019-03-04","2:Daily forecast","D20410","MTA","49173-25556","49173-25556","RENAULT","","2019-03-04","2019-03-28","2019-03-28","00:00:00","","1512","0"
"2019-03-04","1:Firm","D20140","ITA","8973794640","897379-4640-SP","4JJ1","TC209502","2019-03-04","2019-03-29","2019-04-01","00:00:00","2019/04/01","2","0"
"2019-03-04","2:Daily forecast","D20310","SKC-200","TC82224611","TC822-2461-1","E40","","2019-03-04","2019-04-03","2019-04-04","00:00:00","","75","0"
"2019-03-04","10:Total forecast","D20210","MEC-Free zone","1300A126","1300A126","4N15","","2019-03-04","2019-04-08","2019-04-09","00:00:00","","588","0"
"2019-03-04","10:Total forecast","D20311","SKC-500","6C52619111","6C526-1911-1","D31-C","","2019-03-04","2019-04-10","2019-04-11","00:00:00","","40","0"
"2019-03-04","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM,NO.1","","2019-03-04","2019-04-12","2019-04-22","00:00:00","","600","0"
"2019-03-04","10:Total forecast","D20311","SKC-500","6C52619111","6C526-1911-1","D31-C","","2019-03-04","2019-04-22","2019-04-23","00:00:00","","40","0"
"2019-03-04","10:Total forecast","D20121","IGCE-KD","8983153683","898315-3683","VD00","","2019-03-04","2019-04-25","2019-04-26","00:00:00","","1","0"
"2019-03-04","10:Total forecast","D20310","SKC-200","TC83221881","TC832-2188-1","E60C","","2019-03-04","2019-04-27","2019-04-29","00:00:00","","77","0"
"2019-03-04","10:Total forecast","D20121","IGCE-KD","8974854150","897485-4150","VD00 HR","","2019-03-04","2019-04-29","2019-04-30","00:00:00","","8","0"
"2019-03-04","10:Total forecast","D20310","SKC-200","TC63021881","TC630-2188-1","E50","","2019-03-04","2019-05-02","2019-05-03","00:00:00","","5","0"
"2019-03-04","10:Total forecast","D20120","IMCT-IGCE","8979483440","897948-3440","700P (SAW)","","2019-03-04","2019-05-06","2019-05-07","00:00:00","","12","0"
"2019-03-04","10:Total forecast","D20121","IGCE-KD","8983153723","898315-3723","VD00","","2019-03-04","2019-05-08","2019-05-09","00:00:00","","1","0"
"2019-03-04","10:Total forecast","D20121","IGCE-KD","8983157033","898315-7033","VD00","","2019-03-04","2019-05-10","2019-05-13","00:00:00","","3","0"
"2019-03-04","10:Total forecast","D20310","SKC-200","TC68254501","TC682-5450-1","E50","","2019-03-04","2019-05-14","2019-05-15","00:00:00","","42","0"
"2019-03-04","10:Total forecast","D20210","MEC-Free zone","1320A047","1320A047","4N15","","2019-03-04","2019-05-16","2019-05-17","00:00:00","","584","0"
"2019-03-04","10:Total forecast","D20310","SKC-200","TC82214722","TC822-1472-2","E60A,B","","2019-03-04","2019-05-20","2019-05-21","00:00:00","","89","0"
"2019-03-04","10:Total forecast","D20110","IEMT","8982481601","898248-1601","ES01","","2019-03-04","2019-05-23","2019-05-24","00:00:00","","312","0"
"2019-03-04","10:Total forecast","D20121","IGCE-KD","8984823830","898482-3830","VD00 HR","","2019-03-04","2019-05-27","2019-05-28","00:00:00","","3","0"
"2019-03-04","10:Total forecast","D20310","SKC-200","TC42223713","TC422-2371-3","E40-B","","2019-03-04","2019-05-29","2019-05-30","00:00:00","","111","0"
"2019-03-04","10:Total forecast","D20121","IGCE-KD","8974854150","897485-4150","VD00 HR","","2019-03-04","2019-05-31","2019-06-03","00:00:00","","9","0"
"2019-03-04","10:Total forecast","D20220","MMTH-Free Zone","1320A047","1320A047","4N15","","2019-03-04","2019-06-04","2019-06-05","00:00:00","","41","0"
"2019-03-04","10:Total forecast","D20210","MEC-Free zone","1130A228","1130A228","SU-4N15","","2019-03-04","2019-06-07","2019-06-10","00:00:00","","720","0"
"2019-03-04","10:Total forecast","D20310","SKC-200","TC82214722","TC822-1472-2","E60A,B","","2019-03-04","2019-06-12","2019-06-13","00:00:00","","62","0"
"2019-03-04","10:Total forecast","D20210","MEC-Free zone","1300A126","1300A126","4N15","","2019-03-04","2019-06-14","2019-06-17","00:00:00","","726","0"
"2019-03-04","10:Total forecast","D20120","IMCT-IGCE","8979483270","897948-3270","700P (SAW)","","2019-03-04","2019-06-20","2019-06-21","00:00:00","","16","0"
"2019-03-04","10:Total forecast","D20310","SKC-200","TC42223521","TC422-2352-1","E40-B","","2019-03-04","2019-06-25","2019-06-26","00:00:00","","10","0"
"2019-03-04","10:Total forecast","D20120","IMCT-IGCE","8983153683","898315-3683","VD00","","2019-03-04","2019-06-28","2019-07-01","00:00:00","","0","0"
"2019-03-04","10:Total forecast","D20120","IMCT-IGCE","8979483270","897948-3270","700P (SAW)","","2019-03-04","2019-07-02","2019-07-03","00:00:00","","14","0"
"2019-03-04","10:Total forecast","D20210","MEC-Free zone","1300A033","1300A033","4D5WP(3E00)","","2019-03-04","2019-07-04","2019-07-05","00:00:00","","164","0"
"2019-03-04","10:Total forecast","D20120","IMCT-IGCE","8979483270","897948-3270","700P (SAW)","","2019-03-04","2019-07-09","2019-07-10","00:00:00","","14","0"
"2019-03-04","10:Total forecast","D20121","IGCE-KD","8983157373","898315-7373","VD00","","2019-03-04","2019-07-12","2019-07-15","00:00:00","","1","0"
"2019-03-04","10:Total forecast","D20330","KET","1J88173033","1J881-73033","3 SERIES","","2019-03-04","2019-07-16","2019-07-17","00:00:00","","69","0"
"2019-03-04","10:Total forecast","D20120","IMCT-IGCE","8983157293","898315-7293","VD00","","2019-03-04","2019-07-19","2019-07-22","00:00:00","","2","0"
"2019-03-04","10:Total forecast","D20120","IMCT-IGCE","8979483280","897948-3280","700P (SAW)","","2019-03-04","2019-07-24","2019-07-25","00:00:00","","0","0"
