"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-12","1:Firm","D20410","MTA","49335-20100","49335-20100","JLR","2B19030026","2019-03-12","2019-03-12","2019-03-12","00:00:00","2019/03/12","504","0"
"2019-03-12","1:Firm","D20410","MTA","49373-25590","49373-25590","HONDA","2B19030026","2019-03-12","2019-03-12","2019-03-12","00:00:00","2019/03/12","504","0"
"2019-03-12","1:Firm","D20410","MTA","49373-25590","49373-25590","HONDA","2N19030072","2019-03-12","2019-03-12","2019-03-12","00:00:00","2019/03/12","504","0"
"2019-03-12","1:Firm","D20410","MTA","49373-25590","49373-25590","HONDA","2B19030026","2019-03-12","2019-03-12","2019-03-12","00:00:00","2019/03/12","504","0"
"2019-03-12","1:Firm","D20410","MTA","49373-25590","49373-25590","HONDA","2B19030026","2019-03-12","2019-03-12","2019-03-12","00:00:00","2019/03/12","504","0"
"2019-03-12","1:Firm","D20410","MTA","49373-25590","49373-25590","HONDA","2N19030072","2019-03-12","2019-03-12","2019-03-12","00:00:00","2019/03/12","504","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49135-25681","49135-25681","EG01","","2019-03-12","2019-03-20","2019-03-20","00:00:00","","2016","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49335-20100","49335-20100","JLR","","2019-03-12","2019-03-20","2019-03-20","00:00:00","","756","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49173-26561G","49173-26561","GM-LE2,LFV","","2019-03-12","2019-03-27","2019-03-27","00:00:00","","504","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49173-26561G","49173-26561","GM-LE2,LFV","","2019-03-12","2019-03-18","2019-03-18","00:00:00","","2520","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49373-25160","49373-25160","MQB","","2019-03-12","2019-03-27","2019-03-27","00:00:00","","504","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49373-25160","49373-25160","MQB","","2019-03-12","2019-03-18","2019-03-18","00:00:00","","1008","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49373-25590","49373-25590","HONDA","","2019-03-12","2019-03-22","2019-03-22","00:00:00","","3024","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49173-25556","49173-25556","RENAULT","","2019-03-12","2019-03-22","2019-03-22","00:00:00","","1512","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49477-25706","49477-25706","BMW B48","","2019-03-12","2019-03-22","2019-03-22","00:00:00","","504","0"
"2019-03-12","1:Firm","D20410","MTA","49173-26561G","49173-26561","GM-LE2,LFV","2B19030026","2019-03-05","2019-03-07","2019-03-07","22:00:00","2019/03/07","504","504"
"2019-03-12","1:Firm","D20410","MTA","49173-26561G","49173-26561","GM-LE2,LFV","2B19030026","2019-03-05","2019-03-07","2019-03-07","16:00:00","2019/03/07","504","504"
"2019-03-12","2:Daily forecast","D20410","MTA","49189-20123","49189-20123","IVECO F1C","","2019-03-12","2019-03-22","2019-03-22","00:00:00","","1008","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49135-25681","49135-25681","EG01","","2019-03-12","2019-03-22","2019-03-22","00:00:00","","2016","0"
