"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2019-10-01","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-01","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-01","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-01","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-10-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-10-01","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-10-01","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-01","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-02","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-02","2019-10-31","2019-11-01","00:00:00","","11","130","0"
"2019-10-02","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-02","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-02","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-02","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-02","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-10-02","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-10-03","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-03","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-03","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-03","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-03","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-10-03","2019-10-31","2019-11-01","00:00:00","2019/12/24","11","67","0"
"2019-10-03","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-10-03","2019-10-03","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-10-04","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-04","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-04","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-10-04","2019-10-31","2019-11-01","00:00:00","2019/12/24","11","67","0"
"2019-10-04","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-04","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-04","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L98164083E","2019-10-04","2019-10-04","2019-10-04","00:00:00","2019/11/21","10","10","0"
"2019-10-05","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-10-05","2019-10-31","2019-11-01","00:00:00","2019/12/24","11","67","0"
"2019-10-05","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-05","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-05","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-05","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-06","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-10-05","2019-10-31","2019-11-01","00:00:00","2019/12/24","11","67","0"
"2019-10-06","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-05","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-06","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-05","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-07","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-07","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-07","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-07","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-07","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-10-07","2019-10-31","2019-11-01","00:00:00","2019/12/24","11","67","0"
"2019-10-08","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-08","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-08","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-08","2019-11-30","2019-12-01","00:00:00","","12","141","0"
"2019-10-08","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-10-08","2019-10-31","2019-11-01","00:00:00","2019/12/24","11","67","0"
"2019-10-09","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-10-09","2019-10-31","2019-11-01","00:00:00","2019/12/24","11","67","0"
"2019-10-09","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-09","2019-11-30","2019-12-01","00:00:00","","12","110","0"
"2019-10-09","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99104813D","2019-10-09","2019-10-24","2019-10-25","00:00:00","2019/12/13","10","1","0"
"2019-10-09","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-09","2019-12-26","2020-01-01","00:00:00","","01","138","0"
"2019-10-09","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A038843D","2019-10-09","2019-11-07","2019-11-08","00:00:00","2020/01/06","11","11","0"
"2019-10-09","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-09","2019-11-20","2019-11-21","00:00:00","","11","36","0"
"2019-10-10","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L9A038843D","2019-10-10","2019-11-07","2019-11-08","00:00:00","2020/01/06","11","11","0"
"2019-10-10","2:Daily forecast","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","","2019-10-10","2019-11-20","2019-11-21","00:00:00","","11","36","0"
"2019-10-10","1:Firm","D20230","MMCH","1300A057","1300A057-SP","PUMP ASSY;WATER","3E00 (4G6)","L99178463D","2019-10-10","2019-10-31","2019-11-01","00:00:00","2019/12/24","11","67","0"
