"ITEM_CD","LOT_NUMBER","INVOICE_NO","DELIVERY_DATE","SHIP_PLAN_DATE","SHIP_QTY","SLIP_CD","CREATED_DATE","CUST_ODR_NO","CUST_CD","TOTAL"
"898315-3723","JB03","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243206","2020-02-07 10:59:55","DDL2225422","D20120","12"
"898315-3723","JB03","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243206","2020-02-07 11:00:00","DDL2225422","D20120","12"
"898315-3723","JB03","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243206","2020-02-07 11:00:05","DDL2225422","D20120","12"
"898315-3733","JB03","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243207","2020-02-07 11:00:13","DDL2225423","D20120","12"
"898315-3733","JB03","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243207","2020-02-07 11:00:19","DDL2225423","D20120","12"
"898315-3733","JB03","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243207","2020-02-07 11:00:26","DDL2225423","D20120","12"
"898315-6983","JB01","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243208","2020-02-07 11:00:46","DDL2225424","D20120","12"
"898315-6983","JB01","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243208","2020-02-07 11:00:50","DDL2225424","D20120","12"
"898315-6983","JB01","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243208","2020-02-07 11:00:55","DDL2225424","D20120","12"
"898315-6993","JB01","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243209","2020-02-07 11:00:30","DDL2225425","D20120","12"
"898315-6993","JB01","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243209","2020-02-07 11:00:35","DDL2225425","D20120","12"
"898315-6993","JB01","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243209","2020-02-07 11:00:39","DDL2225425","D20120","12"
"898315-7293","JB06","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243210","2020-02-07 11:01:07","DDL2225426","D20120","12"
"898315-7293","JB06","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243210","2020-02-07 11:01:10","DDL2225426","D20120","12"
"898315-7293","JB06","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243210","2020-02-07 11:01:12","DDL2225426","D20120","12"
"898315-7353","JB06","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243211","2020-02-07 11:00:58","DDL2225427","D20120","12"
"898315-7353","JB06","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243211","2020-02-07 11:01:01","DDL2225427","D20120","12"
"898315-7353","JB06","5020020117","2020-02-08 08:00:00","2020-02-07","4","50SLD0000243211","2020-02-07 11:01:04","DDL2225427","D20120","12"
"897948-3260","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243200","2020-02-07 11:01:44","DDL2225416","D20120","12"
"897948-3260","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243200","2020-02-07 11:01:47","DDL2225416","D20120","12"
"897948-3260","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243200","2020-02-07 11:01:48","DDL2225416","D20120","12"
"897948-3270","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243201","2020-02-07 11:01:36","DDL2225417","D20120","12"
"897948-3270","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243201","2020-02-07 11:01:38","DDL2225417","D20120","12"
"897948-3270","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243201","2020-02-07 11:01:41","DDL2225417","D20120","12"
"897948-3360","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243202","2020-02-07 11:01:29","DDL2225418","D20120","12"
"897948-3360","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243202","2020-02-07 11:01:31","DDL2225418","D20120","12"
"897948-3360","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243202","2020-02-07 11:01:33","DDL2225418","D20120","12"
"897948-3370","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243203","2020-02-07 11:01:22","DDL2225419","D20120","12"
"897948-3370","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243203","2020-02-07 11:01:24","DDL2225419","D20120","12"
"897948-3370","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243203","2020-02-07 11:01:26","DDL2225419","D20120","12"
"897948-3440","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243204","2020-02-07 11:01:53","DDL2225420","D20120","12"
"897948-3440","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243204","2020-02-07 11:01:55","DDL2225420","D20120","12"
"897948-3440","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243204","2020-02-07 11:01:59","DDL2225420","D20120","12"
"897948-3450","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243205","2020-02-07 11:02:02","DDL2225421","D20120","12"
"897948-3450","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243205","2020-02-07 11:02:07","DDL2225421","D20120","12"
"897948-3450","JA27","5020020118","2020-02-08 13:00:00","2020-02-07","4","50SLD0000243205","2020-02-07 11:02:10","DDL2225421","D20120","12"
"898248-1601","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242693","2020-02-07 10:56:47","DFK2400251","D20110","30"
"898248-1601","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242694","2020-02-07 10:56:53","FKK2400168","D20110","30"
"898248-1612","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242697","2020-02-07 10:56:05","DFK2400253","D20110","30"
"898248-1612","JB01","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242698","2020-02-07 10:56:11","FKK2400169","D20110","30"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242701","2020-02-07 10:59:08","DFK2400255","D20110","30"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242701","2020-02-07 10:59:10","DFK2400255","D20110","30"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242702","2020-02-07 10:59:22","FKK2400170","D20110","30"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242702","2020-02-07 10:59:23","FKK2400170","D20110","30"
"898248-1601","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:56:59","FKK2400331","D20110","270"
"898248-1601","JB05","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:57:00","FKK2400331","D20110","270"
"898248-1601","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:57:07","FKK2400331","D20110","270"
"898248-1601","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:57:08","FKK2400331","D20110","270"
"898248-1601","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:57:09","FKK2400331","D20110","270"
"898248-1601","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:57:16","FKK2400331","D20110","270"
"898248-1601","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:57:18","FKK2400331","D20110","270"
"898248-1601","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:57:19","FKK2400331","D20110","270"
"898248-1601","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242759","2020-02-07 10:57:20","FKK2400331","D20110","270"
"898248-1612","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:23","FKK2400333","D20110","270"
"898248-1612","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:25","FKK2400333","D20110","270"
"898248-1612","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:26","FKK2400333","D20110","270"
"898248-1612","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:27","FKK2400333","D20110","270"
"898248-1612","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:28","FKK2400333","D20110","270"
"898248-1612","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:30","FKK2400333","D20110","270"
"898248-1612","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:33","FKK2400333","D20110","270"
"898248-1612","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:34","FKK2400333","D20110","270"
"898248-1612","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","30","50SLD0000242764","2020-02-07 10:56:36","FKK2400333","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:34","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:35","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:36","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:37","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:38","FKK2400335","D20110","270"
"898351-8020","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:40","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:42","FKK2400335","D20110","270"
"898351-8020","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:45","FKK2400335","D20110","270"
"898351-8020","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:46","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:48","FKK2400335","D20110","270"
"898351-8020","JB01","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:49","FKK2400335","D20110","270"
"898351-8020","JB01","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:51","FKK2400335","D20110","270"
"898351-8020","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:58","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 10:59:59","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 11:00:00","FKK2400335","D20110","270"
"898351-8020","JB04","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 11:00:01","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 11:00:04","FKK2400335","D20110","270"
"898351-8020","JB03","5020020119","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242769","2020-02-07 11:00:05","FKK2400335","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242705","2020-02-07 11:00:25","DFK2400257","D20110","30"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242705","2020-02-07 11:00:27","DFK2400257","D20110","30"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242706","2020-02-07 11:00:32","FKK2400171","D20110","30"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242706","2020-02-07 11:00:33","FKK2400171","D20110","30"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:37","FKK2400337","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:38","FKK2400337","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:39","FKK2400337","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:40","FKK2400337","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:43","FKK2400337","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:45","FKK2400337","D20110","270"
"898351-8040","JA31","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:46","FKK2400337","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:50","FKK2400337","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:51","FKK2400337","D20110","270"
"898351-8040","JB03","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:53","FKK2400337","D20110","270"
"898351-8040","JB04","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:55","FKK2400337","D20110","270"
"898351-8040","JA31","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:57","FKK2400337","D20110","270"
"898351-8040","JA31","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:00:58","FKK2400337","D20110","270"
"898351-8040","JA31","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:01:00","FKK2400337","D20110","270"
"898351-8040","JA31","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:01:01","FKK2400337","D20110","270"
"898351-8040","JA31","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:01:03","FKK2400337","D20110","270"
"898351-8040","JA31","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:01:04","FKK2400337","D20110","270"
"898351-8040","JA31","5020020120","2020-02-08 09:00:00","2020-02-07","15","50SLD0000242774","2020-02-07 11:01:05","FKK2400337","D20110","270"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:13","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:14","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:16","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:17","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:18","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:21","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:22","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:23","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:24","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:25","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:27","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:28","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:29","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:30","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:32","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:34","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:35","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:36","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:37","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242690","2020-02-07 10:54:38","DFK2400249","D20110","100"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:11","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:12","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:13","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:14","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:15","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:18","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:19","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:20","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:21","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:22","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:24","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:25","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:26","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:28","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:29","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:31","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:32","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:33","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:34","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:36","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:38","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:39","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:40","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:43","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:44","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:47","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:48","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:49","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:50","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:51","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:54","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:55","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:56","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:57","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:50:58","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:01","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:02","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:03","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:05","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:06","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:10","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:11","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:12","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:13","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:14","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:21","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:23","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:24","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:25","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:26","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:49","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:50","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:52","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:53","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:54","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:51:57","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:52:01","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:52:04","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:52:05","FKK2400329","D20110","300"
"897529-9420","JB05","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242745","2020-02-07 10:52:07","FKK2400329","D20110","300"
"898382-8360","JB06","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242780","2020-02-07 10:48:46","FKK2400340","D20110","200"
"898382-8360","JB06","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242780","2020-02-07 10:48:47","FKK2400340","D20110","200"
"898382-8360","JB06","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242780","2020-02-07 10:48:49","FKK2400340","D20110","200"
"898382-8360","JB06","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242780","2020-02-07 10:48:50","FKK2400340","D20110","200"
"898382-8360","JB06","5020020121","2020-02-08 09:00:00","2020-02-07","5","50SLD0000242780","2020-02-07 10:48:51","FKK2400340","D20110","200"
